sub	ses	task	space	den	mean_fd	mean_fd_post_censoring	mean_relative_rms	max_relative_rms	mean_dvars_initial	mean_dvars_final	num_dummy_volumes	num_censored_volumes	num_retained_volumes	fd_dvars_correlation_initial	fd_dvars_correlation_final
29	post	rest	fsLR	91k	0.08284507666999924	0.08010357240816249	0.041304701030927836	0.0874594	1.215747362098474	1.166138998162032	0	2	98	0.511514424467297	0.06642289134195056
