sub	ses	task	space	den	mean_fd	mean_fd_post_censoring	mean_relative_rms	max_relative_rms	mean_dvars_initial	mean_dvars_final	num_dummy_volumes	num_censored_volumes	num_retained_volumes	fd_dvars_correlation_initial	fd_dvars_correlation_final
23	pre	rest	fsLR	91k	0.08628912944099945	0.08628912944099945	0.04346834949494949	0.0851605	1.297947760117568	1.2382412629924269	0	0	100	0.13633802659766167	-0.01273003754871101
